Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date,temperature_2m,temperature_min,temperature_max,precipitation,humidity,pressure,wind_speed,cloud_cover,gdd_daily,gdd_cumulative
2023-11-09,37,0.13954066754219657,0.10515466754219657,0.17392666754219657,0.0,0.0,0.0341809536317094,0.0,0.0,3.41809536317094,Tillering,2023-10-03,2024-07-30,6.2,3.4,8.9,3.1,80,1010.2,15.5,85,6.15,425.04999999999995
2023-11-10,38,0.1426406804401136,0.1082546804401136,0.1770266804401136,0.0,0.0,0.038609543485876585,0.0,0.0,3.8609543485876587,Tillering,2023-10-03,2024-07-30,6.1,3.1,8.8,2.2,82,1004.3,15.8,64,5.95,430.99999999999994
2023-11-11,39,0.14574731513362368,0.11136131513362368,0.18013331513362368,0.0,0.0,0.04304759304803384,0.0,0.0,4.304759304803384,Tillering,2023-10-03,2024-07-30,4.2,2.7,6.0,4.8,85,1006.5,20.2,70,4.35,435.34999999999997
2023-11-12,40,0.1488797968278016,0.11449379682780161,0.1832657968278016,0.0,0.0,0.04752256689685946,0.0,0.0,4.752256689685946,Tillering,2023-10-03,2024-07-30,3.6,-1.5,7.8,1.0,87,1010.2,8.8,79,3.15,438.49999999999994
2023-11-13,41,0.15216485094639715,0.11777885094639715,0.18655085094639715,0.0030926442091387873,0.0,0.05221550135199593,0.30926442091387873,0.0,5.2215501351995925,Tillering,2023-10-03,2024-07-30,9.0,3.6,13.2,16.4,92,1009.3,18.5,100,8.4,446.8999999999999
2023-11-14,42,0.15609186822737534,0.12170586822737534,0.19047786822737534,0.008702668896250487,0.0,0.057825526039107636,0.8702668896250487,0.0,5.782552603910764,Tillering,2023-10-03,2024-07-30,9.6,7.5,12.1,5.9,78,1009.6,23.5,94,9.8,456.69999999999993
2023-11-15,43,0.1616600716937507,0.1272740716937507,0.1960460716937507,0.01665724527678674,0.0,0.06578010241964388,1.665724527678674,0.0,6.578010241964388,Tillering,2023-10-03,2024-07-30,7.7,6.3,9.2,4.2,87,1016.5,24.2,78,7.75,464.44999999999993
2023-11-16,44,0.16951162045285045,0.13512562045285045,0.20389762045285045,0.027873743504072086,0.0,0.07699660064692923,2.7873743504072084,0.0,7.699660064692923,Tillering,2023-10-03,2024-07-30,6.4,4.7,8.2,9.8,89,1015.2,10.9,96,6.449999999999999,470.8999999999999
2023-11-17,45,0.1784437034164716,0.1440577034164716,0.2128297034164716,0.04063386202353085,0.0,0.089756719166388,4.063386202353085,0.0,8.9756719166388,Tillering,2023-10-03,2024-07-30,4.7,4.0,7.0,7.7,89,1018.9,13.2,99,5.5,476.3999999999999
2023-11-18,46,0.1860317271498908,0.1516457271498908,0.2204177271498908,0.05147389592841544,0.002351038785558297,0.10059675307127258,5.147389592841544,0.2351038785558297,10.059675307127257,Tillering,2023-10-03,2024-07-30,4.7,2.6,6.9,4.0,88,1025.3,9.9,98,4.75,481.1499999999999
2023-11-19,47,0.19116214109816723,0.15677614109816723,0.22554814109816723,0.05880305871166749,0.00968020156881034,0.10792591585452463,5.880305871166748,0.968020156881034,10.792591585452463,Tillering,2023-10-03,2024-07-30,9.2,5.2,11.9,10.1,89,1014.9,20.4,73,8.55,489.69999999999993
2023-11-20,48,0.19457796069130384,0.16019196069130384,0.22896396069130384,0.06368280098757693,0.014559943844719783,0.11280565813043407,6.368280098757693,1.4559943844719783,11.280565813043406,Tillering,2023-10-03,2024-07-30,7.8,5.6,9.7,1.9,87,1013.6,18.7,84,7.6499999999999995,497.3499999999999
2023-11-21,49,0.19733638935165027,0.16295038935165027,0.23172238935165027,0.0676234133595004,0.018500556216643246,0.11674627050235754,6.7623413359500395,1.8500556216643247,11.674627050235754,Stem Elongation,2023-10-03,2024-07-30,6.2,3.7,7.5,5.1,93,1014.7,9.0,92,5.6,502.94999999999993
2023-11-22,50,0.1999467407822662,0.1655607407822662,0.2343327407822662,0.07135248683180888,0.022229629688951737,0.12047534397466603,7.135248683180888,2.2229629688951738,12.047534397466602,Stem Elongation,2023-10-03,2024-07-30,1.1,0.3,2.6,0.0,82,1027.5,9.4,95,1.45,504.3999999999999
2023-11-23,51,0.20254001618629286,0.16815401618629286,0.23692601618629286,0.07505716598041838,0.02593430883756124,0.12418002312327553,7.505716598041838,2.593430883756124,12.418002312327554,Stem Elongation,2023-10-03,2024-07-30,2.1,-1.6,5.0,0.0,86,1025.2,17.2,72,1.7,506.0999999999999
2023-11-24,52,0.2051360256048712,0.1707500256048712,0.2395220256048712,0.07876575086410174,0.029642893721244592,0.1278886080069589,7.876575086410174,2.964289372124459,12.78886080069589,Stem Elongation,2023-10-03,2024-07-30,3.9,0.6,6.4,3.8,88,1009.3,23.9,88,3.5,509.5999999999999
2023-11-25,53,0.2077369165407795,0.1733509165407795,0.2421229165407795,0.08248130934397073,0.03335845220111358,0.13160416648682788,8.248130934397073,3.335845220111358,13.160416648682787,Stem Elongation,2023-10-03,2024-07-30,0.4,-2.5,2.5,3.0,86,1010.2,22.2,85,0.0,509.5999999999999
2023-11-26,54,0.21034277132947543,0.17595677132947543,0.24472877132947543,0.08620395904210777,0.037081101899250624,0.13532681618496492,8.620395904210778,3.7081101899250624,13.532681618496492,Stem Elongation,2023-10-03,2024-07-30,0.4,-2.4,2.2,0.7,91,1016.6,15.0,85,0.0,509.5999999999999
2023-11-27,55,0.21295367336744245,0.17856767336744245,0.24733967336744245,0.08993381909634637,0.040810961953489225,0.1390566762392035,8.993381909634637,4.081096195348922,13.905667623920351,Stem Elongation,2023-10-03,2024-07-30,1.4,0.4,2.8,9.3,92,1006.8,12.3,100,1.5999999999999999,511.19999999999993
2023-11-28,56,0.21556970711259407,0.18118370711259407,0.24995570711259407,0.0936710101608487,0.044548153017991546,0.14279386730370583,9.36710101608487,4.4548153017991545,14.279386730370582,Stem Elongation,2023-10-03,2024-07-30,0.0,-2.4,1.8,10.1,92,999.7,14.9,99,0.0,511.19999999999993
2023-11-29,57,0.2181909580840251,0.1838049580840251,0.25257695808402514,0.09741565440575017,0.048292797262893025,0.14653851154860736,9.741565440575018,4.829279726289302,14.653851154860737,Stem Elongation,2023-10-03,2024-07-30,-1.4,-4.4,1.2,0.0,83,1008.2,13.5,89,0.0,511.19999999999993
2023-11-30,58,0.2208175128610803,0.1864315128610803,0.25520351286108034,0.10116787551582904,0.05204501837297189,0.15029073265868623,10.116787551582904,5.2045018372971885,15.029073265868623,Stem Elongation,2023-10-03,2024-07-30,-0.7,-3.0,1.9,0.8,86,1003.2,7.5,98,0.0,511.19999999999993
2023-12-01,59,0.22344945908170966,0.18906345908170966,0.2578354590817097,0.10492779868815666,0.05580494154529952,0.15405065583101385,10.492779868815665,5.580494154529951,15.405065583101385,Stem Elongation,2023-10-03,2024-07-30,-0.2,-1.6,0.6,9.9,96,1003.2,6.8,100,0.0,511.19999999999993
2023-12-02,60,0.22608688544007988,0.19170088544007988,0.26047288544007985,0.10869555062868555,0.05957269348582841,0.15781840777154266,10.869555062868555,5.957269348582841,15.781840777154265,Stem Elongation,2023-10-03,2024-07-30,-3.7,-6.0,-2.0,2.6,90,1011.1,12.6,100,0.0,511.19999999999993
2023-12-03,61,0.22872988168340877,0.19434388168340877,0.26311588168340877,0.11247125954772683,0.06334840240486968,0.161594116690584,11.247125954772683,6.334840240486968,16.1594116690584,Stem Elongation,2023-10-03,2024-07-30,-5.7,-7.3,-3.0,0.0,86,1025.2,10.3,54,0.0,511.19999999999993
2023-12-04,62,0.23137853860799157,0.19699253860799157,0.26576453860799154,0.11625505515427369,0.06713219801141654,0.16537791229713078,11.625505515427369,6.713219801141654,16.53779122971308,Stem Elongation,2023-10-03,2024-07-30,-6.0,-8.7,-2.6,0.4,84,1017.4,11.0,99,0.0,511.19999999999993
2023-12-05,63,0.2340329480543844,0.1996469480543844,0.2684189480543844,0.1200470686491206,0.07092421150626345,0.1691699257919777,12.004706864912059,7.092421150626345,16.91699257919777,Stem Elongation,2023-10-03,2024-07-30,0.8,-3.4,6.0,3.2,84,1009.4,14.5,70,1.3,512.4999999999999
2023-12-06,64,0.23669320290171136,0.20230720290171136,0.2710792029017114,0.12384743271673053,0.0747245755738734,0.17297028985958773,12.384743271673052,7.472457557387339,17.297028985958775,Stem Elongation,2023-10-03,2024-07-30,0.9,-0.2,2.1,4.8,96,1015.3,13.4,100,0.9500000000000001,513.4499999999999
2023-12-07,65,0.2393593970610603,0.2049733970610603,0.27374539706106027,0.12765628151580044,0.07853342437294329,0.17677913865865755,12.765628151580044,7.853342437294329,17.677913865865754,Stem Elongation,2023-10-03,2024-07-30,-1.0,-2.8,1.7,0.0,92,1021.8,8.5,65,0.0,513.4499999999999
2023-12-08,66,0.24203162546793158,0.20764562546793158,0.2764176254679316,0.1314737506684737,0.08235089352561656,0.18059660781133086,13.147375066847369,8.235089352561657,18.059660781133086,Stem Elongation,2023-10-03,2024-07-30,-0.2,-3.2,2.7,5.8,88,1013.9,10.1,100,0.0,513.4499999999999
2023-12-09,67,0.24470998407370395,0.21032398407370395,0.27909598407370395,0.13529997724814852,0.08617712010529137,0.18442283439100565,13.529997724814852,8.617712010529138,18.442283439100564,Stem Elongation,2023-10-03,2024-07-30,3.0,1.6,4.8,6.4,96,1011.8,13.1,99,3.2,516.65
2023-12-10,68,0.24739456983608005,0.21300856983608005,0.28178056983608,0.13913509976582866,0.09001224262297151,0.18825795690868577,13.913509976582866,9.001224262297152,18.825795690868578,Stem Elongation,2023-10-03,2024-07-30,6.4,5.0,7.8,4.6,80,1010.1,24.4,88,6.4,523.05
2023-12-11,69,0.2500854807084743,0.2156994807084743,0.2844714807084743,0.14297925815496332,0.09385640101210617,0.19210211529782042,14.297925815496331,9.385640101210617,19.210211529782043,Stem Elongation,2023-10-03,2024-07-30,7.9,5.9,10.1,0.9,84,1007.3,21.5,62,8.0,531.05
2023-12-12,70,0.2527828156283054,0.2183968156283054,0.28716881562830543,0.14683259375472202,0.09770973661186487,0.1959554508975792,14.683259375472202,9.770973661186487,19.59554508975792,Stem Elongation,2023-10-03,2024-07-30,6.5,3.9,8.0,6.0,93,1008.3,10.8,94,5.95,537.0
2023-12-13,71,0.2554866745041538,0.2211006745041538,0.28987267450415377,0.1506952492916483,0.10157239214879116,0.1998181064345054,15.06952492916483,10.157239214879116,19.98181064345054,Stem Elongation,2023-10-03,2024-07-30,5.7,3.2,8.2,3.1,92,1002.0,10.1,92,5.699999999999999,542.7
2023-12-14,72,0.2581971582017451,0.2238111582017451,0.2925831582017451,0.15456736885963587,0.10544451171677874,0.20369022600249298,15.456736885963588,10.544451171677874,20.3690226002493,Stem Elongation,2023-10-03,2024-07-30,4.1,2.9,6.2,0.9,96,1015.8,11.0,98,4.55,547.25
2023-12-15,73,0.26091436852871985,0.22652836852871985,0.2953003685287199,0.15844909789817124,0.1093262407553141,0.20757195504102843,15.844909789817125,10.93262407553141,20.757195504102842,Stem Elongation,2023-10-03,2024-07-30,3.0,1.0,4.7,0.3,91,1035.3,10.8,98,2.85,550.1
2023-12-16,74,0.26363840821814916,0.22925240821814916,0.29802440821814913,0.16234058316878452,0.11321772602592738,0.21146344031164163,16.234058316878453,11.321772602592738,21.146344031164162,Stem Elongation,2023-10-03,2024-07-30,3.1,0.5,5.6,0.0,92,1042.4,8.1,58,3.05,553.15
2023-12-17,75,0.26636938091075435,0.23198338091075435,0.3007553809107544,0.16624197272964908,0.11711911558679194,0.21536482987250627,16.624197272964906,11.711911558679194,21.536482987250626,Stem Elongation,2023-10-03,2024-07-30,1.4,-0.8,6.4,0.0,91,1040.3,6.9,39,2.8000000000000003,555.9499999999999
2023-12-18,76,0.269107391135791,0.23472139113579102,0.303493391135791,0.1701534159082729,0.12103055876541575,0.21927627305113,17.01534159082729,12.103055876541575,21.927627305113003,Stem Elongation,2023-10-03,2024-07-30,1.0,-1.8,7.2,0.0,83,1035.1,9.2,8,2.7,558.65
2023-12-19,77,0.27185254429055405,0.23746654429055405,0.3062385442905541,0.1740750632722201,0.12495220612936295,0.22319792041507727,17.40750632722201,12.495220612936295,22.31979204150773,Stem Elongation,2023-10-03,2024-07-30,1.1,-1.6,3.4,0.0,81,1026.2,13.0,74,0.8999999999999999,559.55
2023-12-20,78,0.2746049466184631,0.24021894661846308,0.30899094661846305,0.1780070665978044,0.12888420945494727,0.22712992374066152,17.80070665978044,12.888420945494728,22.71299237406615,Stem Elongation,2023-10-03,2024-07-30,3.3,2.4,4.5,5.1,89,1018.2,21.1,98,3.45,563.0
2023-12-21,79,0.27736470518568423,0.24297870518568424,0.31175070518568426,0.18194957883669177,0.13282672169383464,0.23107243597954896,18.194957883669176,13.282672169383464,23.107243597954895,Stem Elongation,2023-10-03,2024-07-30,5.3,2.8,7.2,16.3,91,1005.0,31.4,99,5.0,568.0
2023-12-22,80,0.28013192785624774,0.24574592785624774,0.31451792785624777,0.18590275408035395,0.1367798969374968,0.2350256112232111,18.590275408035396,13.677989693749678,23.50256112232111,Stem Elongation,2023-10-03,2024-07-30,4.3,1.5,5.9,17.0,93,1003.4,29.6,98,3.7,571.7
2023-12-23,81,0.28290672326561717,0.24852072326561717,0.3172927232656172,0.18986674752231025,0.14074389037945312,0.23898960466516744,18.986674752231025,14.074389037945313,23.898960466516744,Stem Elongation,2023-10-03,2024-07-30,5.1,4.8,5.7,14.9,94,1010.4,31.8,100,5.25,576.95
2023-12-24,82,0.2856892007926675,0.25130320079266755,0.3200752007926675,0.19384171541809647,0.14471885827523936,0.24296457256095358,19.384171541809646,14.471885827523936,24.29645725609536,Stem Elongation,2023-10-03,2024-07-30,6.6,5.4,8.1,2.9,90,1012.8,26.4,100,6.75,583.7
2023-12-25,83,0.2884794705300301,0.25409347053003006,0.3228654705300301,0.19782781504290015,0.14870495790004296,0.24695067218575734,19.782781504290014,14.870495790004295,24.695067218575733,Stem Elongation,2023-10-03,2024-07-30,7.8,7.4,8.5,1.6,84,1013.9,22.4,100,7.95,591.6500000000001
2023-12-26,84,0.2912776432527607,0.2568916432527607,0.32566364325276065,0.20182520464680098,0.15270234750394387,0.2509480617896581,20.1825204646801,15.270234750394387,25.09480617896581,Stem Elongation,2023-10-03,2024-07-30,7.0,6.0,8.4,0.4,85,1018.0,20.1,100,7.2,598.8500000000001
2023-12-27,85,0.29408383038528846,0.2596978303852885,0.32846983038528843,0.20583404340755496,0.15671118626469785,0.2549569005504121,20.583404340755497,15.671118626469784,25.49569005504121,Stem Elongation,2023-10-03,2024-07-30,5.5,3.5,8.2,0.0,82,1021.9,10.7,98,5.85,604.7000000000002
2023-12-28,86,0.2968981439666031,0.26251214396660305,0.3312841439666031,0.20985449138086157,0.16073163423800438,0.25897734852371873,20.985449138086157,16.073163423800437,25.897734852371872,Stem Elongation,2023-10-03,2024-07-30,7.4,4.5,9.2,0.7,69,1019.2,15.4,98,6.85,611.5500000000002
2023-12-29,87,0.29972069661363776,0.26533469661363773,0.3341066966136378,0.21388670944805396,0.16476385230519677,0.2630095665909111,21.388670944805398,16.47638523051968,26.300956659091113,Stem Elongation,2023-10-03,2024-07-30,8.2,7.0,10.1,0.0,78,1016.5,20.9,90,8.55,620.1000000000001
2023-12-30,88,0.30255160148280646,0.26816560148280644,0.3369376014828065,0.2179308592611521,0.16880800211829494,0.2670537164040093,21.79308592611521,16.880800211829495,26.705371640400934,Stem Elongation,2023-10-03,2024-07-30,6.4,2.6,9.0,0.0,81,1017.3,16.6,88,5.8,625.9000000000001
2023-12-31,89,0.30539097222965367,0.2710049722296537,0.33977697222965364,0.22198710318521955,0.17286424604236245,0.27110996032807666,22.198710318521954,17.286424604236245,27.110996032807666,Stem Elongation,2023-10-03,2024-07-30,3.6,1.3,7.3,2.0,86,1010.0,14.3,99,4.3,630.2
2024-01-01,90,0.3082389229665761,0.27385292296657615,0.3426249229665761,0.22605560423796592,0.1769327470951088,0.275178461380823,22.605560423796593,17.69327470951088,27.5178461380823,Stem Elongation,2023-10-03,2024-07-30,4.3,3.0,5.9,0.3,76,1012.0,18.9,90,4.45,634.6500000000001
2024-01-02,91,0.31109556821857626,0.2767095682185763,0.34548156821857623,0.23013652602653753,0.18101366888368042,0.27925938316939464,23.013652602653753,18.10136688836804,27.925938316939465,Stem Elongation,2023-10-03,2024-07-30,6.0,3.1,8.7,18.7,85,1004.5,24.3,100,5.8999999999999995,640.5500000000001
2024-01-03,92,0.31396102287700806,0.2795750228770081,0.34834702287700803,0.2342300326814401,0.185107175538583,0.2833528898242972,23.42300326814401,18.5107175538583,28.335288982429716,Stem Elongation,2023-10-03,2024-07-30,7.7,6.2,9.0,8.1,82,999.8,28.4,84,7.6,648.1500000000001
2024-01-04,93,0.31683540215127726,0.28244940215127723,0.3512214021512773,0.23833628878753896,0.18921343164468177,0.2874591459303961,23.833628878753895,18.921343164468176,28.74591459303961,Stem Elongation,2023-10-03,2024-07-30,5.3,3.3,6.3,7.0,88,1005.9,23.7,88,4.8,652.95
2024-01-05,94,0.31971882151845726,0.2853328215184573,0.35410482151845724,0.24245545931208182,0.1933326021692247,0.2915783164549389,24.24554593120818,19.333260216922472,29.157831645493893,Stem Elongation,2023-10-03,2024-07-30,4.1,2.0,8.4,0.1,89,1005.8,9.5,99,5.2,658.1500000000001
2024-01-06,95,0.32261139667078653,0.2882253966707865,0.35699739667078656,0.24658770952969508,0.1974648523868379,0.29571056667255224,24.65877095296951,19.74648523868379,29.571056667255224,Stem Elongation,2023-10-03,2024-07-30,2.7,1.3,3.9,0.1,93,1008.8,7.2,100,2.6,660.7500000000001
2024-01-07,96,0.32551324346101096,0.29112724346101093,0.359899243461011,0.2507332049443014,0.2016103478014442,0.2998560620871586,25.073320494430142,20.161034780144423,29.985606208715858,Stem Elongation,2023-10-03,2024-07-30,-0.8,-4.9,2.3,1.5,85,1016.8,16.0,100,0.0,660.7500000000001
2024-01-08,97,0.32842447784553874,0.2940384778455387,0.36281047784553877,0.2548921112079125,0.20576925406505533,0.3040149683507697,25.48921112079125,20.576925406505534,30.40149683507697,Stem Elongation,2023-10-03,2024-07-30,-4.4,-6.6,-1.2,0.0,65,1026.4,16.3,60,0.0,660.7500000000001
2024-01-09,98,0.3313452158253748,0.29695921582537477,0.3657312158253748,0.2590645940362497,0.20994173689339254,0.3081874511791069,25.90645940362497,20.994173689339256,30.81874511791069,Stem Elongation,2023-10-03,2024-07-30,-5.2,-7.0,-1.3,0.0,47,1029.9,16.2,1,0.0,660.7500000000001
2024-01-10,99,0.3342755733848067,0.2998895733848067,0.36866157338480665,0.26325081912115245,0.2141279619782953,0.3123736762640095,26.325081912115245,21.412796197829532,31.237367626400953,Stem Elongation,2023-10-03,2024-07-30,-4.4,-6.5,-0.4,0.0,67,1029.2,8.5,49,0.0,660.7500000000001
2024-01-11,100,0.3372159423280362,0.3028299423280362,0.3716019423280362,0.2674513461829089,0.2183284890400517,0.3165742033257661,26.74513461829089,21.83284890400517,31.657420332576606,Stem Elongation,2023-10-03,2024-07-30,-4.7,-7.8,-0.1,0.0,76,1030.8,6.8,4,0.0,660.7500000000001
2024-01-12,101,0.34016907967114973,0.3057830796711497,0.37455507967114976,0.2716701138159282,0.22254725667307104,0.3207929709587854,27.167011381592822,22.254725667307103,32.07929709587854,Stem Elongation,2023-10-03,2024-07-30,-3.5,-5.9,-2.0,0.0,87,1032.2,6.5,86,0.0,660.7500000000001
2024-01-13,102,0.3431526545178992,0.3087666545178992,0.37753865451789925,0.2759323635969989,0.22680950645414175,0.3250552207398561,27.59323635969989,22.680950645414175,32.50552207398561,Stem Elongation,2023-10-03,2024-07-30,-3.6,-4.3,-2.4,0.0,86,1026.2,11.1,99,0.0,660.7500000000001
2024-01-14,103,0.3462352839500745,0.3118492839500745,0.38062128395007455,0.2803361199286779,0.23121326278582074,0.3294589770715351,28.03361199286779,23.121326278582075,32.94589770715351,Stem Elongation,2023-10-03,2024-07-30,-3.6,-5.4,0.2,0.0,84,1013.9,13.8,91,0.0,660.7500000000001
2024-01-15,104,0.3495604389163503,0.31517443891635033,0.3839464389163503,0.2850863413090719,0.2359634841662148,0.334209198451929,28.50863413090719,23.596348416621478,33.4209198451929,Stem Elongation,2023-10-03,2024-07-30,-2.8,-4.7,-1.2,3.6,84,1006.4,21.0,100,0.0,660.7500000000001
2024-01-16,105,0.3532332193001895,0.31884721930018955,0.3876192193001895,0.2903331704288422,0.2412103132859851,0.3394560275716993,29.03331704288422,24.121031328598512,33.94560275716993,Stem Elongation,2023-10-03,2024-07-30,-3.0,-5.7,-0.5,0.0,77,1011.7,12.4,86,0.0,660.7500000000001
2024-01-17,106,0.3571135672661967,0.32272756726619667,0.3914995672661967,0.2958765246659953,0.24675366752313813,0.3449993818088525,29.58765246659953,24.675366752313813,34.499938180885245,Stem Elongation,2023-10-03,2024-07-30,0.3,-6.0,7.2,9.0,91,996.4,15.2,100,0.6000000000000001,661.3500000000001
2024-01-18,107,0.36088316639928064,0.3264971663992806,0.39526916639928067,0.30126166628468665,0.25213880914182946,0.35038452342754384,30.126166628468663,25.213880914182944,35.03845234275438,Stem Elongation,2023-10-03,2024-07-30,1.7,-2.8,6.8,7.9,93,996.4,12.9,100,2.0,663.3500000000001
2024-01-19,108,0.3643791455896618,0.32999314558966175,0.3987651455896618,0.30625592227094545,0.25713306512808826,0.35537877941380264,30.625592227094543,25.713306512808824,35.537877941380266,Stem Elongation,2023-10-03,2024-07-30,-3.0,-4.8,-0.8,0.0,84,1021.6,10.2,93,0.0,663.3500000000001
2024-01-20,109,0.36768084207083274,0.3332948420708327,0.40206684207083276,0.31097263152976107,0.2618497743869039,0.3600954886726182,31.097263152976108,26.18497743869039,36.00954886726182,Stem Elongation,2023-10-03,2024-07-30,-4.1,-5.9,0.8,0.0,82,1032.9,7.0,43,0.0,663.3500000000001
2024-01-21,110,0.37091693782844726,0.33653093782844723,0.4053029378284473,0.3155956254692104,0.2664727683263532,0.3647184826120675,31.55956254692104,26.64727683263532,36.47184826120675,Stem Elongation,2023-10-03,2024-07-30,-2.0,-6.0,3.8,0.0,60,1030.6,12.5,62,0.0,663.3500000000001
2024-01-22,111,0.37415098680834213,0.3397649868083421,0.40853698680834216,0.3202156954404888,0.2710928382976316,0.3693385525833459,32.02156954404888,27.109283829763157,36.93385525833459,Stem Elongation,2023-10-03,2024-07-30,4.7,-0.7,10.8,8.0,72,1020.9,21.4,90,5.050000000000001,668.4000000000001
2024-01-23,112,0.3773995763585425,0.34301357635854246,0.4117855763585425,0.32485653765506073,0.27573368051220354,0.37397939479791786,32.48565376550607,27.573368051220353,37.39793947979179,Stem Elongation,2023-10-03,2024-07-30,4.2,3.2,5.9,2.0,84,1028.0,22.9,90,4.550000000000001,672.95
2024-01-24,113,0.3806652976448706,0.34627929764487064,0.4150512976448706,0.3295218537783866,0.28039899663552953,0.3786447109212437,32.95218537783866,28.03989966355295,37.86447109212437,Stem Elongation,2023-10-03,2024-07-30,8.1,4.7,10.2,2.8,83,1024.8,28.2,96,7.449999999999999,680.4000000000001
2024-01-25,114,0.38395275468872747,0.34956675468872744,0.4183387546887275,0.3342182209838964,0.28509536384103923,0.38334107812675355,33.42182209838964,28.509536384103924,38.334107812675356,Stem Elongation,2023-10-03,2024-07-30,4.9,3.2,7.3,0.2,86,1029.9,15.3,94,5.25,685.6500000000001
2024-01-26,115,0.3873025906251064,0.3529165906251064,0.42168859062510644,0.3390037008930092,0.289880843750152,0.3881265580358663,33.90037008930092,28.988084375015198,38.81265580358663,Stem Elongation,2023-10-03,2024-07-30,6.3,1.4,9.4,3.9,92,1028.1,17.4,80,5.4,691.0500000000001
2024-01-27,116,0.3909835060580098,0.35659750605800977,0.4253695060580098,0.3442621515114426,0.29513929436858544,0.39338500865429976,34.42621515114426,29.513929436858543,39.33850086542998,Stem Elongation,2023-10-03,2024-07-30,1.1,-2.2,5.4,0.0,79,1037.6,8.2,6,1.6,692.6500000000001
2024-01-28,117,0.39603394103412204,0.361647941034122,0.43041994103412207,0.35147705862017437,0.3023542014773172,0.4005999157630315,35.14770586201744,30.235420147731716,40.05999157630315,Stem Elongation,2023-10-03,2024-07-30,1.3,-2.2,7.6,0.0,70,1035.1,9.4,14,2.6999999999999997,695.3500000000001
2024-01-29,118,0.4045757210543643,0.3701897210543643,0.43896172105436426,0.3636796015062348,0.3145567443633776,0.4128024586490918,36.36796015062348,31.45567443633776,41.28024586490918,Stem Elongation,2023-10-03,2024-07-30,1.8,-1.9,8.7,0.0,76,1032.5,9.8,55,3.3999999999999995,698.7500000000001
2024-01-30,119,0.41797728760284136,0.38359128760284134,0.4523632876028414,0.3828246965754877,0.3337018394326305,0.4319475537183448,38.282469657548766,33.37018394326305,43.19475537183448,Stem Elongation,2023-10-03,2024-07-30,3.0,-1.2,9.6,0.3,78,1032.5,9.0,95,4.2,702.9500000000002
2024-01-31,120,0.43369602010601527,0.39931002010601524,0.4680820201060153,0.40528002872287894,0.3561571715800218,0.45440288586573613,40.52800287228789,35.615717158002184,45.440288586573615,Stem Elongation,2023-10-03,2024-07-30,5.0,3.3,7.9,1.3,93,1033.8,8.9,91,5.6,708.5500000000002
2024-02-01,121,0.44659238423286507,0.41220638423286504,0.4809783842328651,0.4237034060469501,0.3745805489040929,0.4728262631898073,42.37034060469501,37.458054890409294,47.28262631898073,Stem Elongation,2023-10-03,2024-07-30,5.1,-0.2,7.1,4.5,91,1030.4,15.5,83,3.4499999999999997,712.0000000000002
2024-02-02,122,0.4542974997341769,0.41991149973417685,0.4886834997341769,0.43471071390596694,0.3855878567631098,0.48383357104882413,43.47107139059669,38.55878567631098,48.383357104882414,Stem Elongation,2023-10-03,2024-07-30,3.5,-1.0,7.6,0.2,82,1032.2,16.2,77,3.3,715.3000000000002
2024-02-03,123,0.45837596981714895,0.423989969817149,0.4927619698171489,0.4405370997387843,0.3914142425959271,0.4896599568816413,44.053709973878426,39.14142425959271,48.965995688164135,Stem Elongation,2023-10-03,2024-07-30,5.7,4.8,6.4,0.2,86,1029.3,22.0,99,5.6,720.9000000000002
2024-02-04,124,0.4610620747694837,0.42667607476948366,0.4954480747694837,0.44437439252783384,0.39525153538497665,0.49349724967069103,44.437439252783385,39.52515353849766,49.3497249670691,Stem Elongation,2023-10-03,2024-07-30,6.5,5.5,7.9,1.2,90,1026.3,25.3,100,6.7,727.6000000000003
2024-02-05,125,0.46343239330465913,0.4290463933046591,0.49781839330465916,0.44776056186379876,0.39863770472094157,0.49688341900665595,44.776056186379876,39.86377047209416,49.68834190066559,Stem Elongation,2023-10-03,2024-07-30,6.3,3.8,9.6,0.1,83,1023.7,22.2,83,6.699999999999999,734.3000000000003
2024-02-06,126,0.46576311134833703,0.431377111348337,0.5001491113483371,0.4510901590690529,0.40196730192619573,0.50021301621191,45.10901590690529,40.196730192619576,50.02130162119101,Stem Elongation,2023-10-03,2024-07-30,5.2,2.8,7.4,0.0,81,1018.8,24.4,97,5.1,739.4000000000003
2024-02-07,127,0.46809499476551497,0.43370899476551494,0.502480994765515,0.4544214210935928,0.4052985639507356,0.50354427823645,45.44214210935928,40.52985639507356,50.354427823645,Stem Elongation,2023-10-03,2024-07-30,6.8,5.9,8.3,8.0,86,1009.1,22.8,100,7.1000000000000005,746.5000000000003
2024-02-08,128,0.4704312907931649,0.4360452907931649,0.504817290793165,0.4577589868473785,0.4086361297045213,0.5068818439902356,45.77589868473785,40.86361297045213,50.68818439902356,Stem Elongation,2023-10-03,2024-07-30,8.3,6.6,9.9,11.1,90,1002.0,19.0,100,8.25,754.7500000000003
